Year,Number,Name,Purpose,Address,Landcat,Area,Cd,Cu,As,Hg,Pb,Cr_six,Zn,Ni,F,Organicp,PCBS,CN,Penole,Benzen,Toluen, Ethylbenzene,Xylene,TPH,TCE,PCE,Benzoapyrene,pH,XX,YY,X,Y
2015,SUNA2NA110,석촌호수,사람활동지역,서울특별시 송파구 잠실동   47,공원,150849,0.2,32.5,4.92,불검출,19.2,불검출,99.2,29.2,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,127.102,37.509,964852.488,1945575.182
2015,SANA2NA201,연세대학,사람활동지역,서울특별시 서대문구 창천동   95  연세대학교 야구장,학교용지,25946,0.17,36.9,5.05,불검출,20.6,불검출,85,47.3,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,126.934,37.561,950007.76,1951495.683
2015,WONA1NA08,양양전진,배경농도지점(자연),강현면 전진리 산8-2,임야,63917,불검출,5.4,7.7,0.1,4.3,불검출,52.1,23.2,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,128.628,38.123,1098889.445,2014263.597
2015,WONA3NA193,동해망상,오염영향지역(도로),강원특별자치도 동해시 망상동  산 5-1,임야,15899,불검출,3.8,2.36,불검출,6.4,불검출,36.5,4.3,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,129.073,37.602,1138891.813,1956982.253
2015,WSNA2NA101,삼척갈전,사람활동지역,강원특별자치도 삼척시 하장면 갈전리  300,전,2107,불검출,7.6,6.55,불검출,7.9,불검출,20.8,7.2,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,128.893,37.385,1123288.098,1932625.399
2015,UONA2NA78,청원운동장,사람활동지역,충청북도 청주시 청원구 내수읍 덕암리 산 11-1,임야,28683,0.8,8.2,4.53,불검출,31.3,불검출,84,8.3,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,127.557,36.697,1005121.919,1855434.881
2015,SUNA7NA355,호구포근린공원,지하수연계지점,인천광역시 남동구 논현동   641-1 호구포근린공원,공원,30706,0.36,15.5,1.72,불검출,15.3,불검출,103.4,6.3,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,126.715,37.4,930486.011,1933757.039
2015,WCNA3NA232,양양송암,오염영향지역(도로),강원특별자치도 양양군 양양읍 송암리  404-3,도로,304,불검출,18.2,3.86,불검출,15.6,불검출,171.8,11.6,492,NA,NA,불검출,NA,NA,NA,NA,NA,95,NA,NA,NA,8.1,128.63,38.088,1099052.923,2010407.989
2015,UDNA4NA261,청주역,오염영향지역(철도),충청북도 청주시 흥덕구 정봉동   182-1,철도용지,4219,1.2,9.9,3.53,불검출,20.8,불검출,77,12.5,207,NA,NA,불검출,NA,NA,NA,NA,NA,82,NA,NA,불검출,6.5,127.392,36.647,990354.079,1849868.479
2015,WSNA3NA215,영월현대5,오염영향지역(도로),강원특별자치도 영월군 한반도면 신천리  5,전,4061,불검출,7.1,4.36,불검출,8.5,불검출,20.5,7.6,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,128.337,37.254,1074193.418,1917590.191
2015,WONA1NA38,정선북실,배경농도지점(자연),강원특별자치도 정선군 정선읍 북실리 산 1,임야,4959,불검출,6.1,6.39,0.1,10.4,불검출,28.1,12.5,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,128.654,37.377,1102138.34,1931557.279
2015,USNA3NA237,진천용몽,오염영향지역(도로),충청북도 진천군 덕산면 용몽리  536-6,전,1481,불검출,3.2,2.17,불검출,21.2,불검출,67.5,3,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,127.508,36.905,1000704.883,1878528.575
2015,UANA2NA175,가장초등,사람활동지역,대전광역시 서구 가장동   25-1,학교용지,11904,1.03,13.9,2.17,0.05,15.3,불검출,104.7,8.8,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,127.388,36.331,989992.45,1814814.085
2015,WENA2NA189,남양체육공원,사람활동지역,강원특별자치도 삼척시 남양동   140-3,잡종지,680,불검출,14.5,8.7,0.1,14.3,불검출,91.4,11.9,200,NA,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,NA,NA,NA,7.5,129.169,37.436,1147617.121,1938780.849
2015,SONA1NA10,남동도림,배경농도지점(자연),인천광역시 남동구 도림동  산 75,임야,5752,0.4,104.4,9.9,불검출,57.7,불검출,162.7,35.6,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,126.718,37.411,930807.721,1934988.995
2015,WANA2NA167,정선중교,사람활동지역,강원특별자치도 정선군 정선읍 봉양리  153-1,학교용지,24383,불검출,29.5,11.66,불검출,23.6,불검출,144.9,11,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,128.662,37.378,1102850.272,1931644.063
2015,SKNA2NA125,영등포여의도,사람활동지역,서울특별시 영등포구 여의도동   42  여의도한양,대지,34879,0.43,47.4,4.42,불검출,55.7,불검출,162.3,32.9,287,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,126.932,37.522,949847.239,1947066.981
2015,WKNA2NA136,설악CC속초,사람활동지역,강원특별자치도 속초시 장사동   24-1,대지,49997,불검출,7.4,8.81,불검출,6.7,불검출,63,10.4,313,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,128.529,38.21,1090047.32,2023786.862
2015,UNNA2NA94,보은상판,사람활동지역,충청북도 보은군 속리산면 상판리  141-2,답,3478,불검출,9.4,3.13,1.7,20.7,0.8,61.3,7,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,127.807,36.511,1027459.25,1834893.962
2015,USNA7NA299,청주외남,지하수연계지점,충청북도 청주시 청원구 외남동   141,전,2112,불검출,14.4,2.87,0.05,12.9,0.5,91.3,7.3,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,127.483,36.7,998489.069,1855822.21
2015,WSNA3NA216,영월연당,오염영향지역(도로),강원특별자치도 영월군 남면 연당리  835-3,전,1169,불검출,8.2,7.2,불검출,14.3,불검출,35.1,9.2,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,128.411,37.187,1080895.299,1910148.043
2015,SKNA2NA131,인천가좌,사람활동지역,인천광역시 서구 가좌동   30-4 진주2차,대지,33738,0.13,35.3,5.8,불검출,50.4,불검출,71.2,13.6,191,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,126.684,37.492,927897.039,1943919.687
2015,WSNA2NA102,양구용하,사람활동지역,강원특별자치도 양구군 남면 용하리  395-10,전,2048,불검출,19.9,14.88,불검출,9.2,불검출,64,25,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,127.989,38.166,1042819.232,2018567.662
2015,UONA2NA80,떼제베CC,사람활동지역,충청북도 청주시 흥덕구 옥산면 동림리 산 64-5,임야,5662,불검출,15.7,4.03,불검출,14.2,0.7,77,23.3,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,127.327,36.671,984546.781,1852616.353
2015,WBNA3NA240,평창도암3,오염영향지역(도로),강원특별자치도 평창군 대관령면 횡계리 산 1-107 1단지,목장용지,1919125,불검출,10.7,5.76,불검출,6.9,불검출,83.8,4.2,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,128.722,37.748,1107626.889,1972724.362
2015,UKNA2NA144,청주산남,사람활동지역,충청북도 청주시 서원구 수곡동   335  주공 APT,대지,32016,1.03,19.2,2.33,불검출,18.7,불검출,98.1,11.9,215,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,127.477,36.617,997910.969,1846595.311
2015,XONA1NA33,전주효자1,배경농도지점(자연),전북특별자치도 전주시 완산구 효자동1가 산139-1,임야,3769,불검출,4.3,4.77,0.04,15.7,불검출,37.5,9.5,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,127.139,35.806,967370.1,1756631.275
2015,UCNA3NA248,연구단지1,오염영향지역(도로),대전광역시 유성구 도룡동   451-3,도로,2204,0.97,27.8,1.87,불검출,40.1,0.9,192.9,9.7,175,NA,NA,불검출,NA,NA,NA,NA,NA,173,NA,NA,NA,6.6,127.372,36.385,988564.025,1820896.159
2015,WSNA2NA99,영월덕포,사람활동지역,강원특별자치도 영월군 영월읍 덕포리  927,전,4000,불검출,6.8,8.54,불검출,12.3,불검출,59.5,9.5,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,128.476,37.17,1086663.222,1908412.005
2015,WNNA3NA201,양구송청,오염영향지역(도로),강원특별자치도 양구군 양구읍 송청리  86-1,답,2024,불검출,4.5,2.11,0.1,6.8,불검출,35.4,3,NA,0.1,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,127.991,38.094,1043083.879,2010593.162
2015,SNNA3NA255,부평삼산,오염영향지역(도로),인천광역시 부평구 삼산동   325-158,답,2256,0.42,90.1,4.28,불검출,43.5,불검출,222.7,32.8,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,126.751,37.521,933844.03,1947078.894
2015,WONA1NA33,영월광전,배경농도지점(자연),강원특별자치도 영월군 한반도면 광전리 산 353-1,임야,10826,불검출,11,13.05,0.1,26.6,불검출,40.8,12.2,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,128.355,37.24,1075804.694,1915970.095
2015,SNNA3NA259,중구운북,오염영향지역(도로),인천광역시 중구 운북동   560-3,답,1602,0.26,22.5,4.56,불검출,20.6,불검출,52.2,18.4,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,126.519,37.509,913302.991,1945939.275
2015,UANA2NA182,영동초교,사람활동지역,충청북도 영동군 영동읍 계산리  674-4,학교용지,18131,0.93,11.9,4.93,0.43,17.8,불검출,77,10.8,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,127.779,36.173,1025110.58,1797319.75
2015,UONA1NA21,청원궁현,배경농도지점(자연),충청북도 청주시 흥덕구 강내면 궁현리 산 64-5,임야,440,0.8,2.5,2.47,불검출,21.8,불검출,66.7,1.8,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,127.362,36.579,987626.217,1842331.98
2015,WBNA3NA241,평창도암1,오염영향지역(도로),강원특별자치도 평창군 대관령면 차항리  268,목장용지,1759,불검출,8.4,7.82,0.1,2,불검출,61.7,10.3,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,128.677,37.689,1103755.466,1966133.926
2015,UKNA2NA129,동구대성,사람활동지역,대전광역시 동구 대성동   30  세라믹 APT,대지,26756,0.67,13.1,3.4,불검출,13.7,0.5,80.2,14.1,338,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,127.461,36.298,996496.943,1811199.965
2015,WONA1NA23,화천중리,배경농도지점(자연),강원특별자치도 고성군 토성면 봉포리 산 62,임야,6050,불검출,불검출,4.74,0.1,10.2,불검출,28.8,4,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,128.563,38.249,1093017.444,2028172.113
2015,UONA1NA09,옥천삼청1,배경농도지점(자연),충청북도 옥천군 옥천읍 삼청리 산 51-1,임야,66650,0.57,7.6,4.23,불검출,61.1,불검출,71.2,5.8,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,127.566,36.259,1005927.567,1806911.168
2015,WKNA2NA132,화천아리2,사람활동지역,강원특별자치도 화천군 화천읍 아리  205-7,대지,2108,불검출,8.5,3.82,불검출,11.5,불검출,58.5,12.9,285,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,127.709,38.104,1018320.239,2011582.268
2015,UNNA2NA91,청원노산,사람활동지역,충청북도 청주시 서원구 현도면 노산리  616,답,1693,불검출,9.5,4,불검출,12.9,1.3,43.7,12.3,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,127.448,36.452,995296.735,1828323.226
2015,WSNA2NA97,평창조둔,사람활동지역,강원특별자치도 평창군 평창읍 조둔리  257-1,전,740,불검출,18.3,5.28,불검출,4,불검출,144.1,6.4,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,128.365,37.366,1076577.638,1930026.711
2015,WANA2NA153,간성초교고성,사람활동지역,강원특별자치도 고성군 간성읍 신안리  200,학교용지,3987,불검출,4.6,3.32,불검출,22.4,불검출,66.7,3.6,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,128.469,38.378,1084654.54,2042373.679
2015,XSNA4NA152,전주우아철도,오염영향지역(철도),전북특별자치도 전주시 덕진구 우아동3가 541-1(철도),전,94,0.3,17.1,5.27,0.08,23.3,불검출,100.6,8.9,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,127.161,35.852,969357.197,1761728.248
2015,UGNA2NA164,세종에머스CC,사람활동지역,세종특별자치시  전의면 서정리  393-2,체육용지,154511,불검출,16.2,2.23,불검출,14.1,0.6,62.2,12.5,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,127.183,36.695,971648.957,1855309.572
2015,SKNA5NA336,인천주물공단,오염영향지역(산업단지),인천광역시 서구 경서동   689  공단본부,대지,3318,0.16,15.3,불검출,불검출,21.7,불검출,97.6,6.3,276,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,126.642,37.549,924210.773,1950262.501
2015,WONA1NA43,평창하안미,배경농도지점(자연),강원특별자치도 평창군 대화면 하안미리 산 540,임야,7041,불검출,30.5,10.73,불검출,8.6,불검출,36.7,16.1,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,128.435,37.462,1082671.759,1940728.83
2015,UONA1NA20,진천원덕,배경농도지점(자연),충청북도 진천군 진천읍 원덕리 산 21,임야,3174,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,127.434,36.839,994114.755,1871224.142
2015,WNNA3NA207,화천아리,오염영향지역(도로),강원특별자치도 화천군 화천읍 아리  61,답,166,불검출,9.4,4.6,불검출,불검출,불검출,32.1,12.6,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,127.731,38.093,1020211.716,2010368.98
2015,SKNA2NA130,남동만수,사람활동지역,인천광역시 남동구 만수동   1043  만수주공10단지,대지,30136,0.53,37.5,9.83,불검출,64.6,불검출,138.2,22.9,190,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,126.735,37.443,932325.047,1938448.484
2015,USNA5NA300,오창과학산단3,오염영향지역(산업단지),충청북도 청주시 청원구 오창읍 기암리  146-2,전,2661,불검출,4.2,3.93,불검출,12,불검출,71.6,5.8,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,127.446,36.714,995168.533,1857371.52
2015,UKNA2NA131,서구가람,사람활동지역,대전광역시 서구 둔산동   1805  가람 APT,대지,81253,1.23,23.4,불검출,불검출,26.6,불검출,131.2,6.1,186,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,127.398,36.357,990880.61,1817684.022
2015,UKNA2NA138,속리산공원,사람활동지역,충청북도 보은군 속리산면 사내리  270-2,대지,10040,0.9,7.4,3.37,0.08,18.3,0.5,48.5,6.2,132,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,127.825,36.531,1029100.502,1837062.013
2015,UMNA2NA85,영동가동,사람활동지역,충청북도 영동군 양강면 가동리  614-1,과수원,772,0.97,95,11.07,0.29,21.5,불검출,119.1,11.9,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,127.763,36.16,1023669.677,1795931.317
2015,WNNA2NA79,양양정암,사람활동지역,강원특별자치도 양양군 강현면 정암리  905-3,답,344.4,불검출,5.8,6.26,불검출,2.5,불검출,35.8,17.6,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,128.609,38.145,1097145.973,2016696.027
2015,WANA2NA165,인제초교인제,사람활동지역,강원특별자치도 인제군 인제읍 합강리  316,학교용지,36666,불검출,6.7,7.24,불검출,7.6,불검출,73.8,11.1,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,128.179,38.076,1059580.661,2008652.551
2015,WKNA3NA224,정선북평,오염영향지역(도로),강원특별자치도 정선군 북평면 북평리  223-1,대지,274,불검출,16.9,6.74,불검출,5,불검출,103.5,28.7,386,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,128.67,37.449,1103482.063,1939509.979
2015,WNNA3NA202,양양청곡,오염영향지역(도로),강원특별자치도 양양군 양양읍 청곡리  502,답,1980,불검출,1.3,2.37,불검출,불검출,불검출,23.3,5.8,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,128.626,38.094,1098740.54,2011026.873
2015,XNNA3NA133,정읍남산,오염영향지역(도로),전북특별자치도 정읍시 북면 남산리 720-5,답,4291,불검출,6.3,7.33,0.03,22.3,불검출,48,6.4,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,126.869,35.605,942856.85,1734541.821
2015,UONA1NA03,중구대사,배경농도지점(자연),대전광역시 중구 대사동  산 7-17,임야,3661,1.17,11.9,2.77,0.05,19.7,불검출,82.7,5,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,127.421,36.316,992935.673,1813136.036
2015,UCNA3NA252,이인주봉,오염영향지역(도로),충청남도 공주시 이인면 주봉리  595-7,도로,17,1.53,33.5,3.93,불검출,33.5,0.6,176.3,27,253,NA,NA,불검출,NA,NA,NA,NA,NA,369,NA,NA,NA,7.9,127.078,36.388,962153.556,1821219.971
2015,WONA3NA194,평창도암2,오염영향지역(도로),강원특별자치도 평창군 대관령면 횡계리 산 1-152 2단지,임야,1515114,불검출,불검출,3.21,불검출,불검출,불검출,19.1,1.7,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,128.732,37.69,1108639.781,1966287.295
2015,SONA1NA08,계양다남,배경농도지점(자연),인천광역시 계양구 다남동  산 13,임야,3879,0.33,42,10.3,불검출,76.1,불검출,104.7,25.6,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,126.727,37.569,931768.249,1952453.811
2015,WENA2NA191,설악장수대,사람활동지역,강원특별자치도 인제군 북면 한계리  87-1,잡종지,1995,불검출,7.6,3.75,불검출,8.3,불검출,56.7,9.7,344,NA,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,NA,NA,NA,8.5,128.342,38.119,1073804.785,2013487.039
2015,SSNA4NA318,의정부가능철도,오염영향지역(철도),경기도 의정부시 가능동   73-2,전,132,0.46,100.1,3.8,불검출,47,불검출,266.4,23.5,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,127.042,37.755,959698.339,1972904.11
2015,UNNA2NA89,옥천삼청2,사람활동지역,충청북도 옥천군 옥천읍 삼청리  109-3,답,2695,불검출,6.3,4.1,불검출,12,0.8,64.6,7.6,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,127.582,36.27,1007331.816,1808093.341
2015,USNA5NA280,대덕신일,오염영향지역(산업단지),대전광역시 유성구 하기동   18-1,전,6697,불검출,7.8,불검출,불검출,16.7,불검출,85.8,3,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,127.347,36.39,986251.217,1821413.592
2015,UANA2NA185,상산초등,사람활동지역,충청북도 진천군 진천읍 읍내리  357-1,학교용지,9325,불검출,14.4,3.87,불검출,24.5,불검출,117,7.6,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,127.438,36.855,994444.936,1873024.367
2015,UONA1NA16,영동약목,배경농도지점(자연),충청북도 영동군 심천면 약목리  577,임야,8476,0.9,9.7,2.17,불검출,15.6,불검출,50.4,6.3,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,127.722,36.201,1019947.165,1800427.181
2015,WNNA3NA199,고성향목,오염영향지역(도로),강원특별자치도 고성군 죽왕면 향목리  342-5,답,1954,불검출,불검출,불검출,불검출,2.4,불검출,13.3,1.7,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,128.487,38.379,1086245.978,2042535.009
2015,WONA1NA36,인제서,배경농도지점(자연),강원특별자치도 인제군 기린면 서리  13,임야,21633,불검출,7.8,9.03,불검출,8.6,불검출,53.4,14,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,128.317,37.964,1071800.203,1996322.342
2015,UGNA2NA168,청주운동장,사람활동지역,충청북도 청주시 서원구 사직동   808,체육용지,78106,0.83,13.5,2.07,불검출,13.7,불검출,82.4,9.4,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,127.472,36.638,997525.486,1848921.577
2015,UNNA2NA93,청주개신,사람활동지역,충청북도 청주시 서원구 개신동   297-2,답,3045,불검출,30.9,4.13,0.16,28.6,0.8,180.9,10.5,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,127.452,36.622,995696.133,1847156.179
2015,XONA1NA36,진안오룡,배경농도지점(자연),전북특별자치도 진안군 부귀면 오룡리 410-3,임야,36,불검출,8,10.8,0.09,28.1,불검출,40.5,9.5,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,127.352,35.831,986656.814,1759388.071
2015,UANA2NA172,충남대학교,사람활동지역,대전광역시 유성구 궁동   220,학교용지,781940,불검출,7.8,불검출,불검출,16.1,1.1,68.3,4.8,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,127.344,36.37,986024.996,1819187.934
2015,XGNA2NA92,전주승마장,사람활동지역,전북특별자치도 전주시 덕진구 호성동1가 720,체육용지,23375,불검출,5.2,2.87,불검출,9.1,불검출,32.2,5.6,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,127.151,35.853,968509.4,1761899.652
2015,WANA2NA159,비봉초교양구,사람활동지역,강원특별자치도 양구군 양구읍 하리  43,학교용지,12013,불검출,6,4.06,불검출,12.6,불검출,72.2,4,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,127.988,38.111,1042754.257,2012375.48
2015,WONA1NA07,양구가오작,배경농도지점(자연),강원특별자치도 양양군 강현면 전진리  8-2,임야,63917,불검출,18.4,6.98,0.1,6.4,불검출,69.8,29.1,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,128.629,38.122,1098980.641,2014142.991
2015,UONA1NA18,증평용강,배경농도지점(자연),충청북도 증평군 증평읍 용강리 산 3,임야,2809,불검출,5.6,3.93,불검출,15.6,불검출,93.7,6,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,127.614,36.779,1010169.841,1864587.939
2015,SSNA7NA354,한강고양,지하수연계지점,경기도 고양시 덕양구 행주외동   458-3,전,204,0.2,32.4,4.07,불검출,15.7,불검출,108.1,21.9,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,126.814,37.603,939436.039,1956157.826
2015,UNNA3NA225,공주신영,오염영향지역(도로),충청남도 공주시 유구읍 신영리  347-4,답,751,불검출,21.8,8.03,불검출,20.4,2.6,83.3,44.8,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,126.969,36.567,952462.639,1841106.232
2015,UKNA2NA137,조치원신흥,사람활동지역,세종특별자치시  조치원읍 신흥리  393  신흥주공아파트,대지,39911,불검출,3.1,1.9,불검출,14.2,불검출,87.6,5.9,377,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,127.29,36.594,981193.195,1844052.335
2015,UNNA5NA271,증평미암,오염영향지역(산업단지),충청북도 증평군 증평읍 미암리  703-31,답,2279,불검출,12.4,2.1,불검출,13.1,1,80.9,13,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,127.588,36.798,1007849.425,1866701.859
2015,UONA2NA81,김수녕양궁장,사람활동지역,충청북도 청주시 상당구 수동  산 4-56,임야,13220,0.9,17.7,1.57,불검출,24.6,불검출,90.4,18.2,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,127.496,36.644,999663.326,1849559.249
2015,WNNA3NA197,고성죽왕,오염영향지역(도로),강원특별자치도 고성군 죽왕면 송암리  96,답,1599,불검출,1.2,불검출,불검출,2.1,불검출,8.5,1.6,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,128.535,38.309,1090471.403,2034801.502
2015,UKNA2NA143,미원대신,사람활동지역,충청북도 청주시 상당구 미원면 대신리  358-2,대지,943,0.7,24.9,불검출,불검출,17.7,0.5,99.3,19.2,390,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,127.603,36.69,1009200.367,1854710.895
2015,XTNA1NA39,내장사,배경농도지점(자연),전북특별자치도 정읍시 내장동 590 (사찰 주변 임야 채취),종교용지,13991,불검출,불검출,불검출,불검출,8,불검출,37.6,0.5,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,126.902,35.49,945737.529,1721725.365
2015,UNNA2NA92,청원동평,사람활동지역,충청북도 청주시 흥덕구 오송읍 동평리  117-2,답,1531,불검출,13.8,4.97,불검출,16.3,2,60.6,19.7,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,127.324,36.601,984277.862,1844762.756
2015,XNNA2NA174,무주공정,사람활동지역,전북특별자치도 무주군 안성면 공정리 800,답,1593,불검출,9.5,6,0.05,16.5,불검출,50.8,7.7,NA,불검출,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,127.686,35.855,1016753.145,1762098.138
2015,UKNA2NA128,대덕신동아,사람활동지역,대전광역시 대덕구 오정동   635-1 신동아 APT,대지,30852,0.57,7.8,2.53,불검출,37.5,불검출,165.5,5,260,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,127.412,36.36,992108.744,1818089.98
2015,UUNA2NA123,상당공원,사람활동지역,충청북도 청주시 상당구 수동   280-18,공원,1385,0.9,13.5,2,불검출,22.1,1.1,106.8,11.3,NA,NA,NA,불검출,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,127.491,36.637,999205.794,1848771.16
2015,UCNA3NA250,진천IC,오염영향지역(도로),충청북도 진천군 진천읍 상신리  384-5,도로,2622,불검출,4.9,1.53,불검출,20.8,1.2,72.6,4.1,130,NA,NA,불검출,NA,NA,NA,NA,NA,173,NA,NA,NA,7.4,127.47,36.87,997351.516,1874680.095
